tweet,hate,userID,likes,comments,views,shares,tags
Slim niggah but you know i love em thick,0,09EAB125,714,933,299,422,9
Sloppy ignorance in all my pockets &#128176;&#128176;&#128176;Come here lil bitch I want sloppy toppy &#128069;&#128166;,0,54E9E342,265,943,1426,688,26
Sloppy ignorance in all my pockets come her lil bitch I want sloppy toppy,0,F5488625,463,18,951,92,16
Slowbros over hoes,1,558EC6BA,502,95,188,79,40
Slut I ain't playin' go find a white crayon and color a fuckin zebra.,0,8F456C43,700,930,1274,524,59
Slut ass queen bee bitch.,0,2382E62F,444,275,139,397,89
Slut opp thot hoe,0,704F5A25,697,151,1004,460,21
Sluts and hoes are needed.Respect their services.,0,71C1DF2D,1171,354,530,252,73
Smack these hoes on they ass like we birthed these bitches,0,7B381E6B,998,531,1122,388,53
Smashed a werewolf chick and thought she was related to @DominiquePurdy so I felt guilty but then later discovered he didn't know the ho,0,C8AFD871,48,732,139,504,64
"Smellin good, bitches wanna hug me",0,9A13D51B,209,775,1062,490,54
Smfh RT @pufntrees: @quanb24 trash..slow as fuck..cant even get a nike release on that,0,E6F0AEBD,629,887,543,102,6
Smfh boy you sound just like them hoes!! RT @K_forKicKs: Idk why everybody be hating on the Puerto Rican princess,0,1.55E+09,771,371,1327,175,77
Smh &amp;&amp; its not bitches its BITCH ASS NIGGAHS,0,13CDD301,911,900,637,609,58
Smh hate that hoe,0,84A753F8,1076,930,1212,283,22
Smh ma niggah,1,64D87923,908,729,1451,375,23
Smh queer,0,03CCDB8B,718,562,1193,187,23
Smh u niggers &amp; ur music knowledge,0,4DF02549,241,417,720,182,73
"Smh you dreamed I was a faggot? Wow RT @cocainemodel: My dream lmfao start from the bottom , up . @ItsNotHarold http://t.co/ng0GYWaehF",0,AF47AEDC,766,538,1429,48,40
Smh. Go play dreamcast RT @TheGoodfella_: Hate playing with someone at home on that trash ass default broadcast cam... 2K camera is the goat,1,76B38F50,965,167,1366,462,48
Smile at the bitches who hate you.,0,015289EF,364,462,1477,166,69
Smile at the hoes who hate you.,0,8B2B5917,778,131,1076,114,45
Smoke good weed with a bad bitch,0,2B8BBEAF,924,964,1369,65,30
Smoke good weed with bad bitch and give a good girl bad habits,1,3CA8A49A,4,62,1449,437,75
Smoke sesh niggah what u mean,1,B7A1F634,682,250,630,374,25
Smoke sum bitch,0,8AEFF872,132,438,150,622,93
Smoke summm bitch,0,98227327,4,913,97,109,28
Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;,0,928BD154,519,880,534,352,73
Smokin on loud that will have yo ass panicking.... but wwn you show up all the hoes start vanishing!,0,BCE8B19E,1167,490,1336,80,92
Smokin stuntin. Riding round town wit a bitch so bad but she don't mean nothing,0,73CF4F1F,378,353,778,203,97
Smoking Brooklyn got me high as giraffe pussy,0,62B95010,1134,106,383,370,93
Smuggled letter by Gaza tunnel digger details suffering under Hamas rule http://t.co/jusiee1yhK via @TheMuslimIssue,0,E6B41588,217,775,318,133,23
Smurf a real cat bitch,0,951BA8A1,289,14,886,456,48
Snakes slithered in they coil RT @Faisal_nizam: These hoes ain't loyal,0,482F9873,508,974,102,351,10
Snapchat me bitches @/jaceyjanette,0,11A7D485,256,293,58,2,33
Sneaky hoes http://t.co/YPqpMdpfGg,1,3C154C74,362,204,1251,10,47
Snoop with the hoes &#128514;&#128514;&#128514;,0,56A9DC97,797,893,187,96,63
"So I already don't fuck with dude, but I be nice. And I'm humoring him. but this bitch crossed a line.

""First of motherfucking all...""",0,A121F8AE,604,209,669,312,28
So I decided to drive to the good walmart where the colored folks don't go bc it's food here.,0,849BE44F,792,95,81,177,90
So I figure out why I've been a bitch lately.,0,B94F1960,457,988,1098,132,66
So I guess I want to be ghetto my dad was poor ... Not in morals or in standards my grandfather was poor... He was great man tho,0,2AEEE8C0,49,873,1229,207,58
So I guess I'm on snapchat now? So snapchat me bitches. Danvii . No idea...,0,E45B2A4F,959,797,46,632,50
"So I guess all girls are ""psycho bitches and dgaf"" these days.. Smh y'all are dumb&#128514;&#128514;Don't even know what psycho is. Tf outta here&#128514;",0,CBC397FD,561,825,773,53,35
"So I had to spray this huge ass wasp nest outside my backdoor. Maaan, them bitches were mad as fuck!!",0,D11947C4,1012,633,1383,280,95
So I keep cool but in the back of my mind I'm like did des hoes just come on my mf porch like ik dem,0,96A6DFC1,524,516,605,376,26
"So I made ""hey"" as a short cut for ""pussy lips"" in Ann's phone http://t.co/QHKEsDVizR",0,6826B31D,367,459,212,218,49
"So I seen this sweater , its flashy. I wanna get it. I gotta get it. It say ""my boyfriend is my bitch, with some puppies"" &#128514;&#128514;&#128514;",0,74CC9C39,328,215,713,471,85
"So I swore my school was closed, but that bitch is open and I'm home &#128514;",0,CAB7F14F,318,177,139,154,14
So I we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it's all good lol,0,16C798A4,1059,845,1074,164,4
So I'm at #tedgibson and Ted is getting his hair colored right beside me. Heeeey!,0,27ED23F1,367,575,86,509,27
"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.",0,2.55E+05,197,141,319,520,67
So Politico says Rney will win and then goes after Gallup for doing the same thing. LMAO at you #teabaggers #morningjoe,0,E5B4F112,850,565,1368,48,32
So Sterling bitch gotta he a hoe.. aye she paid and you're...mad? Dont blame the bitch. She half black.,0,793C005A,417,951,272,457,25
So am I the only cracker up playing his guitar (thank you @Tampa_Rick ) on this Saturday night?,0,EEAB67F2,722,684,350,94,50
So apparently me &amp; Eric fucced &amp; I be just fuccing every nigga &#128514;&#128557; GREAT but y'all bitches NOT whoppin &amp; talkin behind BLOCCED twitters,1,B8170E8C,997,668,495,5,79
So at work today I got called a cracker ass bitch. Lol,0,082A6D5C,615,958,1247,329,60
"So basically I reflected a lot on how for now, I make fire my bitch day to day.",0,EC6B03F8,413,751,510,252,82
"So bitch shoot me a look, it better be a blank stare, or get shanked in the pancreas",0,24118237,975,371,385,406,36
"So buy another round, they tried to shut us down bout an hour ago, but we still in this bitch. Early not late!!! Follow @217Emmanuel",0,8FBFD711,777,774,471,657,75
So excited for this white trash bash party tonight &#128540;&#127867;,1,7F74FE97,891,987,875,596,3
"So excited for tomorrow &amp; Saturday, &amp; then just being a lazy bitch on Sunday. &#128076;",0,8DB98F03,131,367,1173,298,79
So far I've only seen 3 bad bitches talkn bout Mansion &#233;lan .. Wtf is up!!,0,611CC4D5,41,840,269,80,67
So far today every time I try to load an article from the Blaze on Twitter the site crashes. WTF is Selibus doing now the cunt,0,2190549E,1199,803,820,460,40
So fucking thirsty for a championship that they welcome a fucking traitor with open arms.... Haha fucking no heart ass pussy organization,1,10B2832F,796,654,50,344,43
So ghetto.,0,C318446D,692,645,278,476,10
So glad I found a good girl and don't have to deal with these wild ass hoes they have nowadays.. Ratchets.,0,1F9EA6F9,721,339,587,591,37
"So i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags #imagineherface",0,4292BF72,953,83,483,397,7
"So if I had dreads, tattoos AND a beard Id get all the bitches??",0,BFBEBCC1,497,278,646,16,39
So if a girl gets drunk and does some hoe shit...it's rape now???,1,9CE706DC,75,695,1294,269,21
So is the term wigger. If someone chooses to listen to hip hop and act a certain way it's cause of his interests not race,0,A6751B09,782,55,411,371,76
So jealous of my parents and Bryce gone to rednecks with paychecks for the weekend I should've gone &#128520; http://t.co/F0mZQjWcRp,0,B61E0C43,210,621,1274,498,73
So jus don't be faithful cus u never kno what your bitch doing lmao,0,A1CBB618,121,595,300,243,67
So just chill hoe,0,BD9ECAEC,970,40,1036,580,80
"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know 

@uberfoxy",0,CA2A3C4A,262,255,249,654,60
So many bitches in one sentence #fixitjesus,0,64BBAC16,205,245,62,111,56
So many bitches think they're so much hotter than they are,1,4760BA35,1044,610,202,552,29
So many hoes whipped you would have thought we were still in slavery,0,BAAD9CD0,1110,343,546,313,6
So many shady bitches. THE SECRET THIRST IS ALIVE,0,04AFF4D0,594,480,340,590,76
So many weird people in the ghetto at this time.,1,493572F9,618,890,466,144,65
So much for #UCLA being the team to beat they are trash,0,A11E89F1,1155,624,1145,227,83
So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,1,2649BDEA,622,850,989,507,81
So much white trash at this demo derby &#128514;&#128079; &#127482;&#127480;,1,9782B13B,975,644,1296,411,32
"So my coworker is yellin at my other coworker and I so I'm like ""Who you talkin to? Cuz it's not me"" then she wanna bktrack like no bitch",1,1735DE22,128,303,1448,13,79
"So my daughter seen Charlie Villanueva... Questions on 1,000 &#128514;&#128514;&#128514;&#128514;",0,37D04F07,354,932,1320,487,50
So my dumb ass screams fuck the redskins in this big ass echo filled parking garage,1,2AF565E1,802,515,869,632,92
"So my light was off &amp; door was closed , mom walks in turn lights on . Tells me to take trash out in the morning . then walked out.. Light on",0,1E30DD6E,499,244,174,168,10
"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset.",0,3ABCF6E5,744,283,687,222,91
So niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay!,1,B86AAA69,477,472,1415,656,87
So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,0,D3F969EC,659,588,64,379,50
So now ain't nobody got a type you all like bad bitches huh...well why yo baby momma never mind,0,1031B839,771,216,249,22,17
So now been trill is trash cus asap said so &#128533; ok,0,1FF20D64,966,699,1037,648,95
So now he wanna LIE !? &#128514;&#128557; he's a fuccing joke &#9995;&#128564; ajay gotta whole bitch but oml trynna argue wit me &amp; shit like FIR WHAT BOI !?,0,12FEC3C8,1088,797,852,512,48
"So people here donate plasma to feed their drug addiction... I donate because I get money, and I save lives.

Whaddup bitches &#128129;",0,5A3AA589,1088,746,43,59,100
"So pissed I forgot that Saiyan bitches infio. She gave ne her IG tioo,. FUCK",0,5EFC5383,967,645,1291,644,91
So real it's unreal LOL #Yankees #WorldSeries #27andCounting #MLB #MLBtheShow12 http://t.co/tdMrBsnP,0,1D89B722,378,671,1384,665,43
So scared for orientation.I hate meetin new people.They're gonna think im this quiet girl but really im the craziest bitch they'll ever meet,0,D7A3DAAE,151,346,529,57,59
So sick of you fake ass hoes,1,D64BAA5E,913,361,950,21,36
So some bitch flipped me off for letting her infront of mee... Okay.,0,7DAF5171,12,352,781,566,71
So some pussy don't cream when they cum?,0,46BE6D4A,94,759,861,161,96
"So the Flash pops is the Dawson pops. 

I think he mighta actually killed the mom. 

Cuz Gail was a lying, cheating bitch.",0,335706,1170,462,950,358,42
So this dumb bitch had an opinion bout wtf I post on my instagram the time it took to write a post&#8230; http://t.co/NUzmxspxUS,0,C64763FD,51,785,306,528,37
So tired but mom is making me stay up until she is finished drinking another beer. She better chug that shit,0,F85B18B6,330,896,230,41,52
"So to the fat, toothless, sack chasing bitch that just yelled at me from her busted ass van window. Fuck off and get a real job",0,EDE8E1C9,108,915,1152,370,56
"So toodles to you bitches , goodnight! &#127769;&#9729;&#65039;&#127776;&#128164;&#9996;&#65039;",1,07E669A2,325,754,108,278,74
"So was chris brown talking bout hisself when he said ""these hoes ain't loyal ?""",0,1897F0F1,805,394,205,698,24
"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees",0,EA182436,539,898,610,275,40
"So weird how the word ""cunt"" is offensive in other countries, yet in this country it's a reference to somebody.. Like ""who's this cunt?""",1,4DB2B3D3,1015,417,443,664,68
"So what if she a hoe in her city. If she make you happy, move her to Montana and be happy for the rest of y&#8217;all days.",0,CD1E598E,848,334,1071,589,31
So yall give farwells to Lulu yet did all but shit on Kris? Ok bitches... ok,1,C6DD260D,790,933,409,605,7
So yall hoes still surfboard'n in the tub or nah?,0,8C18930A,678,856,717,412,74
So yesterday I ran into a dude I went to high school with &amp; he used to be skinny as hell. Now? Omg. Same fucker who slit my tires years ago.,1,7B0141FF,73,634,156,358,75
"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins",0,602A4539,401,250,1346,193,6
So you females feel like it's ok to dress like a hoe? Smh I just hope I don't have a daughter please god http://t.co/2uaWusHHYE,0,6594822E,1191,683,458,680,51
So you still don't suck dick or eat pussy in 2014?,0,9B85400D,223,455,377,458,1
"So, #brony-folk far and wide are throwing bitch fits over #EquestriaGirls. I must be the only one who isn't. It looks interesting to me.",0,A286BBD9,689,926,232,677,61
"So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY",0,AAE084BC,972,349,691,499,24
"So, about this flappy bird game then.",0,64715236,611,694,1493,685,30
"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?",1,8AC68075,223,85,1499,141,72
So...Hello Kitty is really a Chicken Boo bitch?,0,2F9FFD1F,933,301,718,0,13
Soap. I wish some pussy tho RT @ImJustCeej: What does your beard smell like?,0,D934FD50,72,930,360,213,26
"Social media post about rival social media app. I shall never let the word ""edited"" appear next to my Facebook status. Double read it bitch.",0,B40812B5,1071,639,861,416,39
Social networks will ruin a bitches game.,0,41B6C6CF,703,490,1218,507,12
Sock the pussy like I'm vegeta,0,512C5853,747,257,615,288,94
Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,0,B1AD1CE8,155,76,1019,524,37
Soft niccas usually send the hate thru the bitches jealous Instagram niccas hatin on ya pictures -- @Therealkiss,0,A3B7B237,210,19,47,311,72
Soft niggas usually send the hate threw the bitches,1,FA9E61A1,611,321,1100,142,5
Sold weed to a bitch who's gonna be a lawyer.. Bet she'll have a niggas back..,1,FBE3DCFC,703,212,572,50,10
Sombody bring me some pussy,0,5878906E,765,959,1490,302,54
"Some ""don't cross me"" bitches",0,9F09E02C,730,478,677,286,83
Some Army females just bitch about everything ..,1,F41F4389,463,782,669,269,70
Some Douche cubs redneck cubs fan freaked out asking if bites..... No you bloody BERK!!! He's like the&#8230; http://t.co/ulc6CMVtki,1,1AE940B3,593,794,846,240,38
Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.,0,31069918,602,743,681,196,61
Some are oval and some are pink some are blue and some are just yellow,0,7704826A,136,956,582,64,98
Some bitch niggas in drumlin just sprayed me with water and ran away #fucking #pussies,1,D2924ABA,1166,897,276,187,76
Some bitches are relentless. You can curve her a hundred times and she still wants the dick,0,64BC70C1,1013,32,566,347,60
Some bitches barely respect themselves,0,B023344C,859,403,851,403,13
Some bitches curve game be too serious,0,62EAC737,938,264,1043,58,35
"Some bitches just have NO luck with men lmao.. Maybe YOU'RE the problem sweetheart, it can't all be our fault lol",0,33AF4715,267,480,44,567,74
Some bitches need to get a life &#128175;&#128079;&#128524;,0,737D5B8A,950,474,31,299,41
Some bitches truly ain't shit !,0,9014DCB0,310,538,1170,438,42
"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses.",0,EC6F38DE,708,486,54,342,81
Some call it trickn i call it hangn out ima handle my business n knock dat pussy out &#128049;&#128166;&#127814;,0,57354151,850,322,529,327,81
Some croquettes for you hoes,0,B4E9C359,267,436,776,480,78
Some girls think being a bitch and having an attitude is attractive. Who tf made you think that??,0,FFDEF308,487,665,148,438,84
"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",1,E9DA6229,236,400,815,518,83
Some ho hitting on my wife lol,0,2A278850,1009,479,929,30,3
Some hoes that tweet just make me mad lol,1,0CFF8FAC,923,670,1164,11,8
Some lying ass hoes lol,0,63629F11,322,105,1367,180,83
Some movies are made to facilitate dudes to pick girls up. Think out side the box lil nigguh,0,2D725652,754,728,564,115,59
Some niggah said sugapuss to me lastnight &#128569;&#128569;&#128569;,1,ACC80116,216,135,208,564,47
"Some niggahs save hoes, I aint that heroic.",1,CBF65BBC,348,161,1179,428,59
Some niggas beat a bitch to get a point across some mentally fuck w/ her some just ignore it ...,0,CD65575C,309,868,876,381,30
Some niggas save hoes,0,0822BC1F,441,649,337,316,47
Some of the ice melted in my car cause the dumb fuck at 7/11 decided he wanted to strike up a conversation wit a fat ugly bitch smfh,0,D06B70A5,215,755,596,677,54
Some of these hoes are loyal,0,3158B8FF,671,769,1217,199,4
Some of these hoes deserve a kick in their vagina.. Lucky i aint tryna loose my shoe!,1,6BFA7C0E,680,573,614,697,31
Some of these hoes need to hop off those high horses they seem to be riding 24/7 &#128529;&#128075;&#128293;,0,0E098F1C,951,555,860,543,17
Some of these hoes out here for everybody.,1,A1DBE9CB,9,792,887,199,100
Some of these hood negros don't deserve bail money the way they be visiting jail.,0,5D854C79,829,918,566,467,40
Some of these niqqa a straight pussy whipped &#128165;,0,B1BC8847,178,695,711,551,77
Some of these sex gifs are fucking retarded,0,5477CA3D,774,427,421,234,34
Some of y'all females undercover hoes,0,D75A682C,700,775,1281,271,45
Some of yall gorgeous women ain't so gorgeous when we realize you got a ugly bitch attitude.,0,6509491A,161,301,313,323,34
"Some of yall just ""popular"" cuz of yall name . These bitches be ugly",0,D85DBE02,18,665,1000,237,94
Some of you bitches are DUMBBBB,0,86ABB1BD,14,24,160,679,25
Some of you girls should be wifey for Halloween. Since some of y&#8217;all been hoes all year.,0,882EF043,367,307,1410,591,26
Some people are bitch ass niggas &amp; you should just stay far away from,0,96C02A17,14,562,751,499,55
Some people are so constantly pessimistic. It's so unattractive. Like if you have that much to bitch about why don't you start changing?!?,0,66029BE8,55,143,1018,61,64
Some rednecks just raced down the freeway &gt;_e,1,C3294878,79,566,1010,420,57
Some thots will just never learn &#128533; gooooo awaaaaay hoe,0,9.07E+11,700,628,539,406,90
"Some women, are straight bitches.",0,D9D19EFF,113,128,1065,245,79
"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall",0,5B170855,550,23,318,370,33
Somebody help her &#128514; &#8220;@__DiaryOfABoss: @Kicks_N_Benjis bitch nigga bye you just want something to say&#8221;,0,5B681291,189,646,426,230,30
"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship",0,321C3882,927,504,976,204,14
"Somebody tell these nigggas I'ma keep fuckin they hoes, I'ma keep rockin these shows",1,6415DF78,1015,760,151,65,73
Somebody tell these pussy niggas I got em,1,E00B722E,1155,504,346,270,1
Somebody tell these pussy niggas I got em I got em,0,1A3832BB,821,575,944,505,80
"Somebody toss this bitch a Dasani or something, gurl is #THIRSTY",0,A8B424DC,819,5,963,55,81
"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO. &#128545;&#128548;&#128544;&#128298;&#128299;",0,43BD6139,762,774,1056,22,83
Someone bitch slap me into the lake if you see me on FB tomorrow. I suspect my hard core GOP friends will be all over this.,0,621004CA,219,740,51,148,86
Someone came up &amp; told me that I pulled hoes today. I was pissed just because thats so fucking false that its sad.,0,73840357,455,604,609,423,61
Someone come take these brownies away from me before I eat the whole pan!,0,E863C8B1,1068,78,908,361,59
Someone needs to get this boring Nike fag off the stage.,1,C665F6D5,122,119,109,142,33
Someone please bring me Goldfish crackers,0,660D89AC,697,447,124,406,96
Someone probably told him 6 God was trash.,0,FBB6F41B,245,238,1130,318,99
"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.",0,312A3CF2,1155,732,1310,649,63
Someone shut this beaner up please.,0,BBCF89B7,26,160,1213,218,77
Someone tell @RSherman_25 his dreads are part of the uniform. I'd pull your hair too. Why are you trash talking? Cut your Doodoo braids.,1,A12115B8,77,201,1492,457,52
"Someone tell me where the drinks at. Where the bitches at. You fucking on the first night, meet me in the back. #game",1,828A0A7E,906,824,1031,114,90
Someone tell the royals to stay home there trash&#128553;,0,6E49B198,685,891,1462,46,19
Someone tell this bitch to stfu,1,D337EF93,574,243,1249,517,24
Someone tell this hoe to turn on lion king,0,AB728E42,89,308,1282,399,50
Someone told Iggy Azalea she stunk as a child cause this bitch still upset yo it ain't even that deep,0,55522EE6,726,365,394,663,37
"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @binniemouse was dying lol",0,DDE5AE7A,856,576,204,653,11
Something funny here? RT @Peachpapayya: &#128514;&#128514;&#128514; RT @MidCityAce: Control your excitement sir... &#8220;@11wdNICK: Lets gooooo Teena bitch!!!&#8221;,0,7BA5F59E,52,160,1054,592,67
Something like a perfectionist even check my horoscope bitch,0,5DA61267,227,446,834,336,66
Sometime I wish I wasn't colored,0,1B9CCD56,346,882,1290,150,2
Sometimes I feel like being really nice to everyone then I'm just like wait you're all bitches anyway soooo,0,9D1F0852,897,222,1376,74,30
Sometimes I just want someone to bitch to about a shitty day,0,8F09CEE2,96,816,1246,281,97
"Sometimes I wake up on the ceiling , the floor , outside , near a trash can, on your mom, in Hollywood somewhere, in a ally somewhere",0,6D1F03C5,540,117,182,60,44
"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.",0,CF196B3D,1087,407,338,59,30
Sometimes a bitch needs to struggle to get where she going RT @odotkay: @viaNAWF sometimes. Some shit just an extra $30.,0,6CA4946C,823,829,143,592,32
Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.,0,7D0A9AED,868,377,343,534,70
"Sometimes ppl stay married cuz it's convenient. When u constantly bitch &amp; complain &amp; sleep in separate rooms, it's time to reevaluate.",0,B2BCD4E4,888,559,921,559,76
Sometimes u gotta knock a nicca out tho #IJS #FreeCB,0,55557B33,1066,152,1248,275,4
Sometimes you don't wanna fuck the bitch but her head so good you end up fucking,0,B1597503,936,524,197,422,68
Sometimes you gotta block a bitch because damn they annoying,0,D3228356,137,456,1026,222,43
Sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on,0,C1888566,700,117,988,430,6
"Sometimes, even I gotta tell these hoes to grow up smh",0,5B474050,684,830,1162,617,100
Son of a bitch,0,4857B42F,838,384,198,444,16
Son of a bitch #thunder,0,A34F197C,638,334,879,34,64
Son of a bitch I can't wait till baseball is back. #AmericasPastTime,0,83AF95AD,418,920,1466,428,53
Son of a bitch...,0,C3FCBD1C,928,74,877,485,65
Son why is our mail lady so ghetto &#128529;,0,B092E1A0,636,356,1159,501,27
Sone of y'all bitches need morning glory milk baths &#128514;&#128514;&#128514;,1,6C4C1FB2,877,72,510,115,82
Sonnen is a faggot,0,B07B7DE9,411,515,666,260,15
Sonoma County cannot handle the Gutto Style straight up north bay is pussies forever,0,4D815811,419,843,1478,274,77
"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",0,5F1B98DA,921,36,376,261,31
Soon as da money gon dem bitches leavin..You get locked up she ain't gon visit ya neither,0,4CAB28BE,246,263,1485,375,82
Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @Bekkalina13,0,9D946EFE,741,596,773,252,81
Sooooooo true but I'm the pussy monsta http://t.co/2vhaCeQ4,0,672A1B2C,470,956,840,338,21
"Sore Loser Charlie Crist Won&#8217;t Give Concession Speech, Calls For Recount http://t.co/MVhecTyUYs #tcot #pjnet",0,3F0AA8DA,746,729,448,141,52
"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.",1,5AE60389,769,811,552,312,95
Sorry about the spam but I dare you to search nigger on Twitter and not laugh. Impossible.,1,C1D35B99,972,515,1049,356,12
Sorry all my fellow negros,0,73FF661F,117,670,714,277,42
Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me,0,B56C79A3,937,116,1236,193,13
"Sorry hoes, but L.O.V.E. does not stand for Legs. Open. Very. Easy",0,82FDC1AB,930,471,488,198,64
Sosa on the beat ho,0,9E2A4B0E,130,949,336,648,28
Sound like a REAL NIGGA TO ME &#8220;@SankPankSimona: Keith stood under the monkey bats looking up girls skirts during recess time. Fucking creep&#8221;,1,DCD9AEFD,27,183,790,86,37
Sounded like a bitch but whatever,0,1A96B883,236,955,1022,552,59
Sounded like a god damn bear just fell out of my trees. Might be time to stop pissing outside and @Rorschach7 piss bucket up in this bitch.,0,30DD89A5,477,829,827,641,82
Sounds like a hoe,0,D24BD4CB,638,396,900,388,27
Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.,0,5902CAE7,415,961,932,519,88
Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.,0,EAD3463A,858,866,835,346,75
Space brownies &#128125;,0,BE63533C,30,938,1090,551,45
Spark these bitches interests.,1,21449096,473,972,582,177,89
Speak to my face you fake bitches.,0,E9D81ABA,332,565,1081,642,19
"Speaking of '09, that years pussy was phenomenal.",1,A44B45DA,1044,582,143,478,72
"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica",0,B1ED0050,420,175,1155,260,78
Speaking of. RT @KingHorseDick: A lot of them backpage hoes don't like fucking black guys so I never went thru with it,1,4BE031DB,709,115,1345,468,24
"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2",0,C938ECFF,868,372,163,37,95
"Spell my name right, bitch. Then we'll talk",0,03326C36,752,664,1423,217,75
"Spendin money that we saved, stackin ones like bricks hittin bitches like Craig, watchin ass CLAP! #MorningStuSesh #10AMinFairview",0,080702DE,996,602,676,560,44
"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;",0,15FDC27C,972,25,1360,602,74
Spics are half breed trash. No filthy native should be allowed to speak to any European.,0,DE8F826B,484,664,728,567,75
Spiff tryna hoe,0,78CC0C18,995,772,215,511,7
Spittin Crystal in a bitch face was Larry Johnson's funniest moment in my book. Sue me for having a sense of humor.,0,30B4F59E,24,693,1091,236,22
Spongebob ass niccas fr,0,55F86E2C,38,178,1398,551,73
Spring breakkkk bitches &#128513;,0,509E885C,645,968,146,636,21
Spring is almost here.. &#171;@Me1st_u_last I realized that my collection of hoes has severely decreased &#128530;&#128530;&#128530;&#128530;&#187;,0,C063933D,36,397,445,293,30
Squidward in the face ass bitch,0,5CEDAF71,85,526,1471,260,37
Stafford trash without Megatron #fantasyfootballproblems,0,445D7204,893,123,1365,47,14
Stafford you pussy,0,C651BC69,1088,659,514,296,88
Starks being a faggot,1,B2C1C20C,571,306,271,179,38
Start punching hoes in they esophagus and shit.,1,E524C101,1117,245,375,403,17
"Started wit Hanna Montana hoes....
.... Now im fuckin all of Nick Cannon hoes",0,97A678DF,805,361,850,625,53
Started with 100 bricks now I'm sold out bitch,0,EA07BF25,545,461,1416,292,50
Stay home then bitch fuck u,0,39820241,433,925,463,556,80
"Stay pooned, #bitches.....",0,B09D2145,640,170,481,305,65
Stay warm &#10052;&#65039;&#127744; #beanies #sweaterweather #booty4ever http://t.co/zPTCkqybAM,0,E7E3C31C,1153,825,665,48,87
Stay witcha nasty little hoes who don't do shit for you.,0,B15DFD18,1171,783,1257,598,97
Stayin up late to watch #Ichiro #Yankees,0,F921F58B,787,550,219,275,74
Step Up All In was so horrible that bitch went straight to dvd &#128514;&#128514;&#128514;,0,9BA87FC2,135,951,833,256,32
Step up and take your oppurtunity! #freshfaces #iubb #hoosiers,0,3D0D29F0,272,929,1441,252,1
"Step up in the club smoothly with the L in my hand, bitches know I'm a freak like the elephant man",0,3A5D8A88,400,881,983,168,51
Stephan A Smith saying Jay Cutlers shouldn't be a MVP candidate is just straight up retarded,0,DDD2D102,457,917,1213,276,84
Stephen the threat about your brother doesn't scare me. Quit runnin your fuckin mouth &amp; you won't have to hide behind your brother bitch boy,1,40B39E32,1133,959,1304,558,48
Stern fixed the image of the league.. NBA players not knocking they bitch out in elevators.,0,308A8185,228,901,1231,303,42
